Indoor Temperature,Heater State,Cost
20.0,0.0,0.0
19.139427868950985,0.0,0.0
18.312518664844617,0.0,0.0
17.517955597827427,0.75,0.4956749999999999
17.642688814370622,0.75,0.9913499999999998
17.76254285227867,0.75,1.4870249999999998
17.877708569967748,0.75,1.9826999999999997
17.988369360061576,0.75,2.4783749999999998
18.094701441430196,0.75,2.9740499999999996
18.196874139805075,0.75,3.4697249999999995
18.295050157417432,0.75,3.9653999999999994
18.389385832089125,0.75,4.461074999999999
18.47924904788777,0.5,4.791524999999999
18.26874294441787,0.5,5.121974999999999
18.065688852013466,0.5,5.452424999999999
17.86979527099077,0.75,5.948099999999999
17.97685391342366,0.75,6.443775
18.078942413734428,0.75,6.93945
18.17625518855024,0.75,7.435125
18.268979049519576,0.75,7.9308000000000005
18.357293500795528,0.75,8.426475
18.441371024882482,0.5,8.756925
18.225696717262547,0.5,9.087375000000002
18.018067754061274,0.5,9.417825000000002
17.818169426224504,0.75,9.913500000000003
17.921771144334702,0.75,10.409175000000003
18.020929113688315,0.75,10.904850000000003
18.115817160027948,0.75,11.400525000000004
18.206602309569394,0.75,11.896200000000004
18.29344505497816,0.75,12.391875000000004
18.37649961094179,0.75,12.887550000000005
18.455914159744985,0.5,13.218000000000005
18.236150447199815,0.5,13.548450000000006
18.024983213128838,0.5,13.878900000000007
17.82207618981387,0.75,14.374575000000007
17.923178072481775,0.75,14.870250000000008
18.020325161394197,0.75,15.365925000000008
18.113672155882504,0.75,15.861600000000008
18.203367703917454,0.75,16.35727500000001
18.289554638819766,0.75,16.852950000000007
18.372370206711285,0.75,17.348625000000006
18.451946285068964,0.5,17.679075000000005
18.232337783540416,0.5,18.009525000000004
18.02131968910991,0.5,18.339975000000003
17.818555971552765,0.75,18.83565
17.919795554299338,0.75,19.331325
18.01707495688815,0.75,19.826999999999998
18.110549089350005,0.75,20.322674999999997
18.200366802113194,0.75,20.818349999999995
18.28667112303645,0.75,21.314024999999994
18.3695994851699,0.75,21.809699999999992
18.449283945606734,0.75,22.30537499999999
18.525460226623565,0.75,22.80104999999999
18.598265557376735,0.75,23.296724999999988
18.667831799041334,1.0,23.95762499999999
19.03035746397936,1.0,24.61852499999999
19.378311074128924,1.0,25.279424999999993
19.712262643319256,1.0,25.940324999999994
20.032759888197056,1.0,26.601224999999996
20.340329100423475,1.0,27.262124999999997
20.635475984753473,1.0,27.923025
20.918686464332072,0.75,28.418699999999998
20.8947468144511,0.75,28.914374999999996
20.871743609820793,0.75,29.410049999999995
20.849640219591834,0.75,29.905724999999993
20.828401445800726,0.75,30.40139999999999
20.807993467319722,0.75,30.89707499999999
20.788383785999255,0.75,31.39274999999999
20.769541174917112,0.75,31.888424999999987
20.751435628651947,0.75,32.38409999999999
20.734038315501927,0.75,32.87977499999999
20.717321531572455,0.75,33.37544999999999
20.7016498258103,0.75,33.871124999999985
20.68698231798157,0.75,34.366799999999984
20.673279726961017,0.75,34.86247499999998
20.660504308179824,0.75,35.35814999999998
20.64861979352027,0.75,35.85382499999998
20.637591333561513,0.75,36.34949999999998
20.62738544208455,0.75,36.845174999999976
20.617969942747948,0.75,37.340849999999975
20.609313917849505,0.75,37.83652499999997
20.601387659092143,0.75,38.33219999999997
20.595336127727148,0.75,38.82787499999997
20.591085990202373,0.75,39.32354999999997
20.588566781548003,0.75,39.81922499999997
20.58771079316646,0.75,40.314899999999966
