Indoor Temperature,Heater State,Cost
20.0,0.1111111111111111,0.07343333333333334
19.271015339701776,0.0,0.07343333333333334
18.438958839680712,0.0,0.07343333333333334
17.639449823085844,0.7777777777777778,0.5874666666666667
17.792327428028518,1.0,1.2483666666666666
18.20239987418754,0.6666666666666666,1.6889666666666665
18.20166913905439,0.6666666666666666,2.1295666666666664
18.200966988025364,0.6666666666666666,2.5701666666666663
18.20029230297849,0.6666666666666666,3.010766666666666
18.19964400952928,0.6666666666666666,3.451366666666666
18.19902107531985,0.6666666666666666,3.891966666666666
18.198422508374968,0.6666666666666666,4.332566666666666
18.197065017221465,0.6666666666666666,4.773166666666666
18.19497828863314,0.6666666666666666,5.2137666666666656
18.192190848128778,0.6666666666666666,5.654366666666665
18.18873010539687,0.6666666666666666,6.094966666666665
18.184622397943457,0.6666666666666666,6.535566666666665
18.179893033032585,0.6666666666666666,6.976166666666665
18.174566327986206,0.6666666666666666,7.416766666666665
18.16866564890766,0.6666666666666666,7.857366666666665
18.162213447890398,0.6666666666666666,8.297966666666666
18.155231298771245,0.6666666666666666,8.738566666666665
18.14813110063556,0.6666666666666666,9.179166666666665
18.140917471196694,0.6666666666666666,9.619766666666665
18.133594847537296,0.6666666666666666,10.060366666666665
18.126167493175032,0.6666666666666666,10.500966666666665
18.11863950485191,0.6666666666666666,10.941566666666665
18.111014819058028,0.6666666666666666,11.382166666666665
18.10329721830013,0.6666666666666666,11.822766666666665
18.095490337124975,0.6666666666666666,12.263366666666665
18.08759766790706,0.6666666666666666,12.703966666666664
18.079622566409963,0.6666666666666666,13.144566666666664
18.071959426280625,0.6666666666666666,13.585166666666664
18.064596044552726,0.6666666666666666,14.025766666666664
18.05752069560234,0.6666666666666666,14.466366666666664
18.05072211247578,0.6666666666666666,14.906966666666664
18.044189468947824,0.6666666666666666,15.347566666666664
18.037912362281787,0.6666666666666666,15.788166666666664
18.031880796663952,0.6666666666666666,16.228766666666665
18.026085167285995,0.6666666666666666,16.669366666666665
18.020516245050064,0.6666666666666666,17.109966666666665
18.015165161872144,0.6666666666666666,17.550566666666665
18.010023396560307,0.6666666666666666,17.991166666666665
18.005082761245365,0.7777777777777778,18.5052
18.131922859093113,0.6666666666666666,18.9458
