Indoor Temperature,Outdoor Temperature,Target Temperature,Heater State,Cost
22.93735025342926,-2.17,21.0,1.0,72.03809999999991
23.13951540325059,-2.18,21.0,1.0,72.69899999999991
22.149094070173152,-2.1900000000000004,21.0,0.0,72.69899999999991
21.197023795092637,-2.2,21.0,0.0,72.69899999999991
20.281804402931392,-2.21,21.0,0.0,72.69899999999991
19.401994400832834,-2.22,21.0,0.0,72.69899999999991
18.556208682693992,-2.23,21.0,0.0,72.69899999999991
18.92740356024678,-2.24,21.0,1.0,73.35989999999991
19.283687270157728,-2.25,21.0,1.0,74.02079999999991
19.625643091304735,-2.26,21.0,1.0,74.6816999999999
19.953831486495403,-2.27,21.0,1.0,75.3425999999999
20.268790994961282,-2.28,21.0,1.0,76.0034999999999
20.571039089940562,-2.29,21.0,1.0,76.6643999999999
20.86107300271474,-2.3,21.0,1.0,77.3252999999999
21.139370514411503,-2.3,21.0,1.0,77.9861999999999
21.406781885985243,-2.3,21.0,1.0,78.6470999999999
21.66373294965435,-2.3,21.0,1.0,79.3079999999999
21.910632880394502,-2.3,21.0,1.0,79.96889999999989
22.14787484751861,-2.3,21.0,1.0,80.62979999999989
22.375836640768984,-2.3,21.0,1.0,81.29069999999989
22.594881271918663,-2.3,21.0,1.0,81.95159999999989
22.805357552840007,-2.3,21.0,1.0,82.61249999999988
23.007600650961002,-2.3,21.0,1.0,83.27339999999988
22.017645386236687,-2.3,21.0,0.0,83.27339999999988
21.066414117503598,-2.3099999999999996,21.0,0.0,83.27339999999988
20.152000912349767,-2.32,21.0,0.0,83.27339999999988
19.27296556170994,-2.33,21.0,0.0,83.27339999999988
18.427924193054523,-2.34,21.0,0.0,83.27339999999988
18.79983430343523,-2.3499999999999996,21.0,1.0,83.93429999999988
19.15680526847232,-2.36,21.0,1.0,84.59519999999988
19.49942146144509,-2.37,21.0,1.0,85.25609999999988
19.828244396752908,-2.38,21.0,1.0,85.91699999999987
20.143813624084082,-2.3899999999999997,21.0,1.0,86.57789999999987
20.446647587607604,-2.4,21.0,1.0,87.23879999999987
20.73724445155595,-2.4,21.0,1.0,87.89969999999987
21.016474062664102,-2.4,21.0,1.0,88.56059999999987
21.28478107279574,-2.4,21.0,1.0,89.22149999999986
21.54259274040536,-2.4,21.0,1.0,89.88239999999986
21.790319610914796,-2.4,21.0,1.0,90.54329999999986
22.028356170475483,-2.4,21.0,1.0,91.20419999999986
22.257081474157594,-2.4,21.0,1.0,91.86509999999986
22.476859749566316,-2.4,21.0,1.0,92.52599999999985
22.688040976846548,-2.4,21.0,1.0,93.18689999999985
22.890961445999594,-2.4,21.0,1.0,93.84779999999985
23.085944292399343,-2.41,21.0,1.0,94.50869999999985
22.088621605453113,-2.42,21.0,0.0,94.50869999999985
21.12991993617681,-2.4299999999999997,21.0,0.0,94.50869999999985
20.208328549503182,-2.44,21.0,0.0,94.50869999999985
19.322395805660264,-2.45,21.0,0.0,94.50869999999985
18.470726848545734,-2.46,21.0,0.0,94.50869999999985
18.836268621282052,-2.4699999999999998,21.0,1.0,95.16959999999985
19.18712035839739,-2.48,21.0,1.0,95.83049999999984
19.52385668876718,-2.49,21.0,1.0,96.49139999999984
19.84702976355794,-2.5,21.0,1.0,97.15229999999984
20.15717013548594,-2.51,21.0,1.0,97.81319999999984
20.4547876036819,-2.52,21.0,1.0,98.47409999999984
20.740372025507256,-2.5300000000000002,21.0,1.0,99.13499999999983
21.01439409661465,-2.54,21.0,1.0,99.79589999999983
21.277306100494872,-2.55,21.0,1.0,100.45679999999983
21.52954262870382,-2.56,21.0,1.0,101.11769999999983
21.771521272916416,-2.5700000000000003,21.0,1.0,101.77859999999983
22.00364328990952,-2.58,21.0,1.0,102.43949999999982
22.226294240532724,-2.59,21.0,1.0,103.10039999999982
22.439844603684644,-2.6,21.0,1.0,103.76129999999982
22.64465036627227,-2.6100000000000003,20.7,1.0,104.42219999999982
22.841053590093004,-2.62,20.4,1.0,105.08309999999982
21.845095719784847,-2.63,20.1,0.0,105.08309999999982
20.887705479730126,-2.64,19.8,0.0,105.08309999999982
19.96737422321263,-2.6500000000000004,19.5,0.0,105.08309999999982
19.08265231712158,-2.66,19.2,0.0,105.08309999999982
18.232146833521437,-2.67,18.9,0.0,105.08309999999982
17.414519331520395,-2.68,18.6,0.0,105.08309999999982
16.628483725905298,-2.6900000000000004,18.3,0.0,105.08309999999982
15.872804239149023,-2.7,18.0,0.0,105.08309999999982
16.330580670286125,-2.72,18.0,1.0,105.74399999999982
16.769667961354646,-2.74,18.0,1.0,106.40489999999981
17.190797173858968,-2.7600000000000002,18.0,1.0,107.06579999999981
17.594670772432714,-2.7800000000000002,18.0,1.0,107.72669999999981
17.981963743460096,-2.8,18.0,1.0,108.38759999999981
18.353324669940278,-2.82,18.0,1.0,109.0484999999998
18.709376764306356,-2.84,18.0,1.0,109.7093999999998
19.05071886084361,-2.86,18.0,1.0,110.3702999999998
19.377926369287465,-2.88,18.0,1.0,111.0311999999998
19.691552191119605,-2.9,18.0,1.0,111.6920999999998
19.992127600021423,-2.91,18.0,1.0,112.3529999999998
20.28055425703733,-2.92,18.0,1.0,113.0138999999998
19.373020147105656,-2.9299999999999997,18.0,0.0,113.0138999999998
18.500594802704573,-2.94,18.0,0.0,113.0138999999998
17.661904877235397,-2.95,18.0,0.0,113.0138999999998
16.855630745181667,-2.96,18.0,0.0,113.0138999999998
16.08050440070615,-2.9699999999999998,18.0,0.0,113.0138999999998
15.335307438448229,-2.98,18.0,0.0,113.0138999999998
15.803156350063393,-2.99,18.0,1.0,113.67479999999979
16.252313286397275,-3.0,18.0,1.0,114.33569999999979
16.683509419859032,-3.0,18.0,1.0,114.99659999999979
17.097838490799276,-3.0,18.0,1.0,115.65749999999979
17.495960286669767,-3.0,18.0,1.0,116.31839999999978
17.87850878607256,-3.0,18.0,1.0,116.97929999999978
18.2460931683226,-3.0,18.0,1.0,117.64019999999978
18.599298783519306,-3.0,18.0,1.0,118.30109999999978
18.938688084672,-3.0,18.0,1.0,118.96199999999978
19.26480152336341,-3.0,18.0,1.0,119.62289999999977
19.578158410377622,-3.0,18.0,1.0,120.28379999999977
19.879257742662894,-3.0,18.0,1.0,120.94469999999977
20.16857899794625,-3.01,18.0,1.0,121.60559999999977
19.261904492357587,-3.02,18.0,0.0,121.60559999999977
18.39030512722946,-3.0300000000000002,18.0,0.0,121.60559999999977
17.55240887127219,-3.04,18.0,0.0,121.60559999999977
16.746897362827493,-3.05,18.0,0.0,121.60559999999977
15.97250381047808,-3.06,18.0,0.0,121.60559999999977
16.412298212536044,-3.0700000000000003,18.0,1.0,122.26649999999977
16.834498045179785,-3.08,18.0,1.0,122.92739999999976
17.239791553686374,-3.09,18.0,1.0,123.58829999999976
17.62884006130086,-3.1,18.0,1.0,124.24919999999976
18.002279022343085,-3.1,18.0,1.0,124.91009999999976
18.36111020327073,-3.1,18.0,1.0,125.57099999999976
18.705905015377567,-3.1,18.0,1.0,126.23189999999975
19.03721251811034,-3.1,18.0,1.0,126.89279999999975
19.355560293404054,-3.1,18.0,1.0,127.55369999999975
19.661455285815986,-3.1,18.0,1.0,128.21459999999976
19.95538460979623,-3.1,18.0,1.0,128.87549999999976
20.237816325380315,-3.1,18.0,1.0,129.53639999999976
19.324912946781996,-3.1,18.0,0.0,129.53639999999976
18.44771953209105,-3.1,18.0,0.0,129.53639999999976
17.604839217682958,-3.13,18.0,0.0,129.53639999999976
16.7937562734775,-3.16,18.0,0.0,129.53639999999976
16.013226884445718,-3.19,18.0,0.0,129.53639999999976
15.262055889765486,-3.22,18.0,0.0,129.53639999999976
15.723382116376138,-3.25,18.0,1.0,130.19729999999976
16.165489176719763,-3.28,18.0,1.0,130.85819999999975
16.589128865290515,-3.31,18.0,1.0,131.51909999999975
16.995023568701185,-3.34,18.0,1.0,132.17999999999975
17.38386741602881,-3.37,18.0,1.0,132.84089999999975
17.756327384162276,-3.4,18.0,1.0,133.50179999999975
18.11304435991217,-3.4299999999999997,18.0,1.0,134.16269999999975
18.45463416057416,-3.46,18.0,1.0,134.82359999999974
18.78168851457107,-3.49,18.0,1.0,135.48449999999974
19.094776003735277,-3.52,18.0,1.0,136.14539999999974
19.394442968731926,-3.55,18.0,1.0,136.80629999999974
19.681214379064773,-3.58,18.0,1.0,137.46719999999974
19.9555946690501,-3.6100000000000003,18.0,1.0,138.12809999999973
20.218068541089877,-3.64,18.0,1.0,138.78899999999973
19.28481450076628,-3.67,18.0,0.0,138.78899999999973
18.386892972004496,-3.7,18.0,0.0,138.78899999999973
17.522921855951342,-3.73,18.3,0.0,138.78899999999973
16.69157311719706,-3.7600000000000002,18.6,0.0,138.78899999999973
15.891570668980199,-3.79,18.9,0.0,138.78899999999973
16.305975577873873,-3.8200000000000003,19.2,1.0,139.44989999999973
16.70299673769958,-3.85,19.5,1.0,140.11079999999973
17.083314147092818,-3.88,19.8,1.0,140.77169999999973
17.447581205240237,-3.91,20.1,1.0,141.43259999999972
17.796425752368005,-3.94,20.4,1.0,142.09349999999972
18.1304510695295,-3.97,20.7,1.0,142.75439999999972
18.45023683928438,-4.0,21.0,1.0,143.41529999999972
18.75634006879887,-4.03,21.0,1.0,144.07619999999972
19.04929597683719,-4.06,21.0,1.0,144.7370999999997
19.32961884605663,-4.09,21.0,1.0,145.3979999999997
19.597802841963457,-4.12,21.0,1.0,146.0588999999997
19.85432279983382,-4.15,21.0,1.0,146.7197999999997
20.099634980852706,-4.18,21.0,1.0,147.3806999999997
20.334177798675082,-4.21,21.0,1.0,148.0415999999997
20.558372517566223,-4.24,21.0,1.0,148.7024999999997
20.772623923232928,-4.27,21.0,1.0,149.3633999999997
20.977320967413895,-4.3,21.0,1.0,150.0242999999997
21.172837387255694,-4.27,21.0,1.0,150.6851999999997
21.36187931536354,-4.24,21.0,1.0,151.3460999999997
21.544700013880572,-4.21,21.0,1.0,152.0069999999997
21.72154283811619,-4.18,21.0,1.0,152.6678999999997
21.89264162407082,-4.15,21.0,1.0,153.3287999999997
22.058221060801927,-4.12,21.0,1.0,153.9896999999997
22.218497048224215,-4.09,21.0,1.0,154.65059999999968
22.37367704091375,-4.06,21.0,1.0,155.31149999999968
22.523960378463585,-4.03,21.0,1.0,155.97239999999968
22.669538602916827,-4.0,21.0,1.0,156.63329999999968
22.81059576378277,-3.92,21.0,1.0,157.29419999999968
22.94926455687407,-3.84,21.0,1.0,157.95509999999967
23.085638407770066,-3.7600000000000002,21.0,1.0,158.61599999999967
22.035519850772523,-3.68,21.0,0.0,158.61599999999967
21.029608045362863,-3.6,21.0,0.0,158.61599999999967
20.066173759794687,-3.52,21.0,0.0,158.61599999999967
19.143555404532922,-3.4400000000000004,21.0,0.0,158.61599999999967
18.26015638629918,-3.3600000000000003,21.0,0.0,158.61599999999967
18.598729802375836,-3.2800000000000002,21.0,1.0,159.27689999999967
18.927188624102232,-3.2,21.0,1.0,159.93779999999967
19.245928503206308,-3.14,21.0,1.0,160.59869999999967
19.554547276440022,-3.08,21.0,1.0,161.25959999999966
19.853440850241896,-3.02,21.0,1.0,161.92049999999966
20.142989644411923,-2.96,21.0,1.0,162.58139999999966
20.423559197901103,-2.9000000000000004,21.0,1.0,163.24229999999966
20.695500750904344,-2.8400000000000003,21.0,1.0,163.90319999999966
20.95915180418368,-2.7800000000000002,21.0,1.0,164.56409999999966
21.214836656512517,-2.72,21.0,1.0,165.22499999999965
21.46286692109669,-2.66,21.0,1.0,165.88589999999965
21.703542021794732,-2.6,21.0,1.0,166.54679999999965
21.937149669927535,-2.5700000000000003,21.0,1.0,167.20769999999965
22.16279281498527,-2.54,21.0,1.0,167.86859999999965
22.38078300375812,-2.51,21.0,1.0,168.52949999999964
22.59141959628694,-2.48,21.0,1.0,169.19039999999964
22.794990242571313,-2.45,21.0,1.0,169.85129999999964
22.99177134063021,-2.42,21.0,1.0,170.51219999999964
23.182028476644774,-2.3899999999999997,21.0,1.0,171.17309999999964
22.181729611126944,-2.36,21.0,0.0,171.17309999999964
21.221732858805296,-2.33,21.0,0.0,171.17309999999964
20.300461725341698,-2.3,21.0,0.0,171.17309999999964
19.416401383993108,-2.29,21.0,0.0,171.17309999999964
18.567313925064553,-2.28,21.0,0.0,171.17309999999964
18.936118554042565,-2.27,21.0,1.0,171.83399999999963
19.290887852830128,-2.26,21.0,1.0,172.49489999999963
19.63217084024597,-2.25,21.0,1.0,173.15579999999963
19.96049505918632,-2.24,21.0,1.0,173.81669999999963
20.276367416696765,-2.23,21.0,1.0,174.47759999999963
20.58027499118304,-2.22,21.0,1.0,175.13849999999962
20.872685808046263,-2.21,21.0,1.0,175.79939999999962
21.154049584977702,-2.2,21.0,1.0,176.46029999999962
21.424798448099896,-2.23,21.0,1.0,177.12119999999962
21.683782943492652,-2.2600000000000002,21.0,1.0,177.78209999999962
21.93146325692903,-2.29,21.0,1.0,178.4429999999996
22.168281573134305,-2.3200000000000003,21.0,1.0,179.1038999999996
22.394662779931412,-2.35,21.0,1.0,179.7647999999996
22.611015144842415,-2.38,21.0,1.0,180.4256999999996
22.817730965223397,-2.41,21.0,1.0,181.0865999999996
23.015187192968096,-2.44,21.0,1.0,181.7474999999996
22.019458798017908,-2.47,21.0,0.0,181.7474999999996
21.061506718652122,-2.5,21.0,0.0,181.7474999999996
20.13985326194321,-2.57,21.0,0.0,181.7474999999996
19.251513861150443,-2.64,21.0,0.0,181.7474999999996
18.39518537317866,-2.71,21.0,0.0,181.7474999999996
18.75390286662757,-2.7800000000000002,21.0,1.0,182.4083999999996
19.095850254305784,-2.85,21.0,1.0,183.0692999999996
19.421683531016072,-2.92,21.0,1.0,183.7301999999996
19.73203303106824,-2.99,21.0,1.0,184.3910999999996
20.02750443203844,-3.06,21.0,1.0,185.0519999999996
20.308679719264532,-3.13,21.0,1.0,185.7128999999996
20.576118112613354,-3.2,21.0,1.0,186.3737999999996
20.830356956995722,-3.25,21.0,1.0,187.0346999999996
21.07269491634818,-3.3000000000000003,21.0,1.0,187.6955999999996
21.303597516579437,-3.35,21.0,1.0,188.35649999999958
21.523512073660772,-3.4000000000000004,21.0,1.0,189.01739999999958
21.732868405942625,-3.45,21.0,1.0,189.67829999999958
21.93207951860753,-3.5,21.0,1.0,190.33919999999958
22.121542261349383,-3.5500000000000003,21.0,1.0,191.00009999999958
22.301637960326318,-3.6,21.0,1.0,191.66099999999958
22.472733025393534,-3.6500000000000004,21.0,1.0,192.32189999999957
22.635179533583056,-3.7,21.0,1.0,192.98279999999957
22.789315789759552,-3.74,21.0,1.0,193.64369999999957
22.935858034495517,-3.7800000000000002,21.0,1.0,194.30459999999957
23.07510332209134,-3.82,21.0,1.0,194.96549999999957
22.02304985024245,-3.86,21.0,0.0,194.96549999999957
21.010584788075587,-3.9,21.0,0.0,194.96549999999957
20.036159559132344,-3.94,21.0,0.0,194.96549999999957
19.098286162488083,-3.98,21.0,0.0,194.96549999999957
18.195534803223932,-4.02,21.0,0.0,194.96549999999957
18.510818852344517,-4.06,21.0,1.0,195.62639999999956
18.812205285497857,-4.1,21.0,1.0,196.28729999999956
19.1002377345471,-4.13,21.0,1.0,196.94819999999956
19.37582973530448,-4.16,21.0,1.0,197.60909999999956
19.639467919728986,-4.1899999999999995,21.0,1.0,198.26999999999956
19.8916198842386,-4.22,21.0,1.0,198.93089999999955
20.13273493432196,-4.25,21.0,1.0,199.59179999999955
20.363244800023057,-4.28,21.0,1.0,200.25269999999955
20.58356432343844,-4.3100000000000005,21.0,1.0,200.91359999999955
20.79409211932161,-4.34,21.0,1.0,201.57449999999955
20.995211209846612,-4.37,21.0,1.0,202.23539999999954
21.18728963454165,-4.4,21.0,1.0,202.89629999999954
21.370681036363962,-4.42,21.0,1.0,203.55719999999954
21.546116393999768,-4.44,21.0,1.0,204.21809999999954
21.71390692335362,-4.46,21.0,1.0,204.87899999999954
21.874351666523978,-4.48,21.0,1.0,205.53989999999953
22.02773796800494,-4.5,21.0,1.0,206.20079999999953
22.17434193226044,-4.52,21.0,1.0,206.86169999999953
22.31442886339955,-4.54,21.0,1.0,207.52259999999953
22.448253687653047,-4.56,21.0,1.0,208.18349999999953
22.576061359323994,-4.58,21.0,1.0,208.84439999999952
22.69808725085879,-4.6,21.0,1.0,209.50529999999952
22.814557527659858,-4.619999999999999,21.0,1.0,210.16619999999952
22.925689508236758,-4.64,21.0,1.0,210.82709999999952
23.0316920102694,-4.66,21.0,1.0,211.48799999999952
21.948478446377106,-4.68,21.0,0.0,211.48799999999952
20.90685451714113,-4.699999999999999,21.0,0.0,211.48799999999952
19.905193364355757,-4.72,21.0,0.0,211.48799999999952
18.9419317674895,-4.74,21.0,0.0,211.48799999999952
19.19985489113273,-4.76,21.0,1.0,212.14889999999951
19.446906519558617,-4.779999999999999,21.0,1.0,212.8097999999995
19.68351191212203,-4.8,21.0,1.0,213.4706999999995
19.91007969334376,-4.81,21.0,1.0,214.1315999999995
20.127393672764423,-4.82,21.0,1.0,214.7924999999995
20.335815830562936,-4.83,21.0,1.0,215.4533999999995
20.53569398737031,-4.84,21.0,1.0,216.1142999999995
20.727362358147488,-4.85,21.0,1.0,216.7751999999995
20.91114208439717,-4.86,21.0,1.0,217.4360999999995
21.087341745557183,-4.87,21.0,1.0,218.0969999999995
21.25625785038969,-4.88,21.0,1.0,218.7578999999995
21.418175309148804,-4.890000000000001,21.0,1.0,219.4187999999995
21.573367887278422,-4.9,21.0,1.0,220.0796999999995
21.722098641362834,-4.91,21.0,1.0,220.7405999999995
21.864620338024274,-4.92,21.0,1.0,221.4014999999995
22.00117585643448,-4.930000000000001,21.0,1.0,222.06239999999949
22.131998575081262,-4.94,21.0,1.0,222.72329999999948
22.257312743405958,-4.95,21.0,1.0,223.38419999999948
22.37733383890355,-4.96,21.0,1.0,224.04509999999948
22.492268910254154,-4.97,21.0,1.0,224.70599999999948
22.60231690703226,-4.98,21.0,1.0,225.36689999999948
22.707668996518752,-4.99,21.0,1.0,226.02779999999947
22.808508868120228,-5.0,21.0,1.0,226.68869999999947
22.905013025880375,-5.02,20.7,1.0,227.34959999999947
21.81267266364159,-5.04,20.4,0.0,227.34959999999947
20.762278948254696,-5.0600000000000005,20.1,0.0,227.34959999999947
19.75219105629826,-5.08,19.8,0.0,227.34959999999947
18.780832348301217,-5.1,19.5,0.0,227.34959999999947
17.846687858064776,-5.12,19.2,0.0,227.34959999999947
16.948301880194215,-5.140000000000001,18.9,0.0,227.34959999999947
16.084275651999093,-5.16,18.6,0.0,227.34959999999947
16.437552362827425,-5.18,18.3,1.0,228.01049999999947
16.776227640269006,-5.2,18.0,1.0,228.67139999999947
17.100872647353203,-5.24,18.0,1.0,229.33229999999946
17.411253866672723,-5.28,18.0,1.0,229.99319999999946
17.70792925360182,-5.32,18.0,1.0,230.65409999999946
17.991434938021765,-5.36,18.0,1.0,231.31499999999946
18.26228607806681,-5.4,18.0,1.0,231.97589999999946
18.520977680474246,-5.4399999999999995,18.0,1.0,232.63679999999945
18.76798538884485,-5.4799999999999995,18.0,1.0,233.29769999999945
19.00376624106909,-5.52,18.0,1.0,233.95859999999945
